Gene_name	Cilia_comments	Cilium_comments	Centrosome_comments	Flagella_comments	Flagellum_comments	Cilia	Cilium	Centrosome	Flagella	Flagellum
ZNF518B	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
AMER3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPINK6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF366	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LCORL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PARD6G	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF454	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SH2B1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZC3H12D	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
VN1R1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
POGLUT3	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
PLEC	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SH2D4B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RNF212	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PRSS36	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF543	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM151B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GALNT11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLITRK1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
WDR6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PRM3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TNP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPAG11A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GEN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMPRSS9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AQP11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF354B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KCNG2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SHISA3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR2D3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CALML3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CALML5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZFAND2A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PLEKHM3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF223	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HTR1A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCDC185	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM220A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DNAJC22	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NEUROG2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CEP295NL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BEND3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NT5DC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TIMM23B-AGAP6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GLDC	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
COX14	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
MCMDC2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TUBAL3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
P4HTM	Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
UCN3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DTX3	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
KLHL11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AMBN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CTXN1	Endometrial ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
SLC25A20	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CA8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CD28	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EPM2AIP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ERBB4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAF	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CTNNBIP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR6B3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DEFB125	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PSAPL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OTOS	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GTPBP6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ERN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GPR35	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C10orf53	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CSRNP3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF713	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PARP10	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DYNAP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SUZ12	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
NSUN3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
KCTD12	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DHFR2	Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
RPP25	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GRINA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
THBD	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GP5	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
COX5A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
STX19	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ERFE	Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
FAM219B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZHX2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CPN2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CPNE7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C5orf46	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CD300LB	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GDPD4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RIIAD1	Distinct expression in motile cilia.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium assembly,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Cilia in respiratory epithelium and fallopian tubes displayed distinct staining. Follicle in ovary, adrenal gland along with fraction of cells in gallbladder and salivary glands exhibited moderate immunoreactivity. Other normal tissues were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium assembly,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
MPI	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
H1-8	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRIM73	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OPLAH	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM52	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM139	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RNF186	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EFCAB13	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MSC	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
APOLD1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (ciliary rootlets),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (ciliary rootlets)	NA	NA	NA	NA	YES	NO	NO	NO	NO
RFLNA	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
EXOSC4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DPY19L3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TAF7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF852	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FOXE1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PFAS	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HYI	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CYBC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TPRX1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LGALS7B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF552	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SMIM10L2A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GAK	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ZBTB7A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TUFM	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ERICH3	Expression in motile cilia.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Cilia in respiratory epithelia and fallopian tube were distinctly stained. Moderate cytoplasmic positivity was observed in renal tubules, basal cells of intestinal crypts, gall bladder and skeletal muscle. Remaining tissues were generally negative.,Strong membranous staining was observed in ciliated cells in respiratory tract and fallopian tube. Additional staining was displayed in placenta membrane and cytoplasmic staining of myocytes in skeletal muscle and heart. Essentially all remaining normal tissues were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
RMI1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CTC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FBXO34	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SELENOW	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EIF3K	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MRFAP1L1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SNX18	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EXD1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AURKB	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TAS1R2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C14orf39	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MRFAP1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Neurons and cells in the molecular layer of cerebellum as well as ciliated cells and subsets of cells in exocrine pancreas showed strong cytoplasmic staining. Seminiferus ducts cells and the adrenal gland showed moderate nuclear positivity. Remaining normal tissues were weakly stained or negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
C3orf38	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	Spermatids - Flagellum & Golgi organization	YES	NO	NO	NO	YES
KLHDC7A	Endometrial ciliated cells,Respiratory ciliated cells	NA	NA	NA	NA	YES	NO	NO	NO	NO
TMEM107	Ciliated cells - Cilium assembly,Respiratory ciliated cells	Ciliated cells - Cilium assembly	NA	NA	NA	YES	YES	NO	NO	NO
RRS1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EXOC3L1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRIML2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RCC2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
OR13D1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IGSF22	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C9orf50	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZFP42	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CCDC89	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization	NA	NA	Spermatids - Flagellum & Golgi organization	YES	YES	NO	NO	YES
FAM133A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DPM3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C12orf42	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CYC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PER1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HTR1F	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMTC2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HES7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FARSA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPTY2D1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
C10orf67	Expression mainly in seminiferous ducts of testis and motile cilia.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium assembly,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Moderate cytoplasmic and/or membranous positivity was displayed in gastrointestinal glands, gallbladder, nasopharynx, renal tubules and cilia in fallopian tube. Cells of seminiferus ducts of testis showed moderate nuclear staining. Remaining normal tissues were weakly stained or negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium assembly,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
SAMD4B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CYP11B2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GIMAP7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ALOXE3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EDC3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TCAIM	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FUCA1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
PXT1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GGN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HNRNPCL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TMEM125	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF664	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SIGLECL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CALR	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MAGED1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GVQW3	NA	NA	Mainly localized to the nucleoplasm & centrosome. In addition localized to the endoplasmic reticulum.,centrosome,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
LDLRAD3	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CDH4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SMCO3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RAD23A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PCARE	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GADD45GIP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
